DayOfYear,Hour,foF2,Longitude,Latitude,F10.7
11,14,5.925,315.0,-22.7,
11,15,7.025,315.0,-22.7,
11,16,7.4,315.0,-22.7,
11,17,7.45,315.0,-22.7,
11,18,8.025,315.0,-22.7,
11,19,8.7,315.0,-22.7,
11,20,9.625,315.0,-22.7,
11,21,9.975,315.0,-22.7,
11,22,6.55,315.0,-22.7,
11,23,5.6,315.0,-22.7,
11,24,5.75,315.0,-22.7,
12,1,4.35,315.0,-22.7,
12,2,3.7,315.0,-22.7,
12,3,3.5,315.0,-22.7,
12,4,3.3,315.0,-22.7,
12,5,3.15,315.0,-22.7,
12,6,3.95,315.0,-22.7,
12,7,3.6,315.0,-22.7,
12,8,3.2,315.0,-22.7,
12,9,2.45,315.0,-22.7,
12,10,3.8,315.0,-22.7,
12,11,4.313,315.0,-22.7,
12,12,4.375,315.0,-22.7,
12,13,4.65,315.0,-22.7,
12,14,4.9,315.0,-22.7,
12,15,5.4,315.0,-22.7,
12,16,5.95,315.0,-22.7,
12,17,6.825,315.0,-22.7,
12,18,7.325,315.0,-22.7,
12,19,8.35,315.0,-22.7,
12,20,9.1,315.0,-22.7,
12,21,9.475,315.0,-22.7,
12,22,7.95,315.0,-22.7,
12,23,4.85,315.0,-22.7,
12,24,4.35,315.0,-22.7,
13,1,4.25,315.0,-22.7,
13,2,3.95,315.0,-22.7,
13,3,3.0,315.0,-22.7,
13,4,3.25,315.0,-22.7,
13,5,3.15,315.0,-22.7,
13,6,2.6,315.0,-22.7,
13,7,2.35,315.0,-22.7,
13,9,2.375,315.0,-22.7,
13,10,3.95,315.0,-22.7,
13,11,4.475,315.0,-22.7,
13,12,4.275,315.0,-22.7,
13,14,4.95,315.0,-22.7,
13,15,5.25,315.0,-22.7,
13,16,6.1,315.0,-22.7,
13,17,7.55,315.0,-22.7,
13,18,8.35,315.0,-22.7,
13,19,9.0,315.0,-22.7,
13,20,9.675,315.0,-22.7,
13,21,9.5,315.0,-22.7,
13,22,8.775,315.0,-22.7,
13,23,7.95,315.0,-22.7,
13,24,6.8,315.0,-22.7,
14,1,4.8,315.0,-22.7,
14,2,3.55,315.0,-22.7,
14,3,3.35,315.0,-22.7,
14,4,3.4,315.0,-22.7,
14,5,3.2,315.0,-22.7,
14,6,2.95,315.0,-22.7,
14,7,2.95,315.0,-22.7,
14,8,2.55,315.0,-22.7,
14,9,2.2,315.0,-22.7,
14,10,3.85,315.0,-22.7,
14,11,3.775,315.0,-22.7,
14,12,4.475,315.0,-22.7,
14,13,4.054,315.0,-22.7,
14,14,4.925,315.0,-22.7,
14,15,5.701,315.0,-22.7,
14,16,6.1,315.0,-22.7,
14,17,7.1,315.0,-22.7,
14,18,7.7,315.0,-22.7,
14,19,8.425,315.0,-22.7,
14,20,9.25,315.0,-22.7,
14,21,10.125,315.0,-22.7,
14,22,9.175,315.0,-22.7,
14,23,7.5,315.0,-22.7,
14,24,7.2,315.0,-22.7,
15,1,5.9,315.0,-22.7,
15,2,4.75,315.0,-22.7,
15,3,3.75,315.0,-22.7,
15,4,3.0,315.0,-22.7,
15,5,2.65,315.0,-22.7,
15,6,2.45,315.0,-22.7,
15,7,2.6,315.0,-22.7,
15,8,2.75,315.0,-22.7,
15,9,2.7,315.0,-22.7,
15,10,4.1,315.0,-22.7,
15,11,4.3,315.0,-22.7,
15,12,4.475,315.0,-22.7,
15,13,4.075,315.0,-22.7,
15,14,4.75,315.0,-22.7,
15,15,5.4,315.0,-22.7,
15,16,6.1,315.0,-22.7,
15,17,7.75,315.0,-22.7,
15,18,8.3,315.0,-22.7,
15,19,8.85,315.0,-22.7,
15,20,9.5,315.0,-22.7,
15,21,9.325,315.0,-22.7,
15,22,7.175,315.0,-22.7,
15,23,6.15,315.0,-22.7,
15,24,5.6,315.0,-22.7,
16,1,5.2,315.0,-22.7,
16,2,4.0,315.0,-22.7,
16,3,2.8,315.0,-22.7,
16,4,2.65,315.0,-22.7,
16,5,2.8,315.0,-22.7,
16,6,2.8,315.0,-22.7,
16,7,2.4,315.0,-22.7,
16,8,2.1,315.0,-22.7,
16,9,2.5,315.0,-22.7,
16,10,4.3,315.0,-22.7,
16,11,4.457,315.0,-22.7,
16,12,3.95,315.0,-22.7,
16,13,4.1,315.0,-22.7,
16,14,4.15,315.0,-22.7,
16,15,5.05,315.0,-22.7,
16,16,6.05,315.0,-22.7,
16,17,6.925,315.0,-22.7,
16,18,7.85,315.0,-22.7,
16,19,8.55,315.0,-22.7,
16,20,9.45,315.0,-22.7,
16,21,10.275,315.0,-22.7,
16,22,9.45,315.0,-22.7,
16,23,7.9,315.0,-22.7,
16,24,5.7,315.0,-22.7,
17,1,5.85,315.0,-22.7,
17,2,5.45,315.0,-22.7,
17,3,5.0,315.0,-22.7,
17,4,4.75,315.0,-22.7,
17,5,3.85,315.0,-22.7,
17,6,3.6,315.0,-22.7,
17,7,3.85,315.0,-22.7,
17,8,3.2,315.0,-22.7,
17,9,2.6,315.0,-22.7,
17,10,3.8,315.0,-22.7,
17,11,4.175,315.0,-22.7,
17,12,4.125,315.0,-22.7,
17,13,4.0,315.0,-22.7,
17,14,3.702,315.0,-22.7,
17,15,4.8,315.0,-22.7,
17,16,6.125,315.0,-22.7,
17,17,7.6,315.0,-22.7,
17,18,8.9,315.0,-22.7,
17,19,8.65,315.0,-22.7,
17,20,6.75,315.0,-22.7,
17,21,6.675,315.0,-22.7,
17,22,6.65,315.0,-22.7,
17,23,5.65,315.0,-22.7,
17,24,4.75,315.0,-22.7,
18,1,4.0,315.0,-22.7,
18,2,2.25,315.0,-22.7,
18,3,2.15,315.0,-22.7,
18,4,2.25,315.0,-22.7,
18,5,4.2,315.0,-22.7,
18,6,2.95,315.0,-22.7,
18,7,2.6,315.0,-22.7,
18,9,3.15,315.0,-22.7,
18,10,4.25,315.0,-22.7,
18,11,4.15,315.0,-22.7,
18,12,3.95,315.0,-22.7,
18,14,5.55,315.0,-22.7,
18,15,6.0,315.0,-22.7,
18,16,6.3,315.0,-22.7,
18,17,7.85,315.0,-22.7,
18,18,8.85,315.0,-22.7,
18,19,6.8,315.0,-22.7,
18,20,6.45,315.0,-22.7,
18,21,7.25,315.0,-22.7,
18,22,7.85,315.0,-22.7,
18,23,8.3,315.0,-22.7,
18,24,7.8,315.0,-22.7,
19,1,7.9,315.0,-22.7,
19,2,6.85,315.0,-22.7,
19,3,7.5,315.0,-22.7,
19,4,3.5,315.0,-22.7,
19,5,5.4,315.0,-22.7,
19,6,4.3,315.0,-22.7,
19,7,4.2,315.0,-22.7,
19,8,3.9,315.0,-22.7,
19,9,3.1,315.0,-22.7,
19,10,3.5,315.0,-22.7,
19,11,4.1,315.0,-22.7,
19,12,4.625,315.0,-22.7,
19,13,4.85,315.0,-22.7,
19,14,5.153,315.0,-22.7,
19,15,5.45,315.0,-22.7,
19,16,5.85,315.0,-22.7,
19,17,7.7,315.0,-22.7,
19,18,8.2,315.0,-22.7,
19,19,8.55,315.0,-22.7,
19,20,9.025,315.0,-22.7,
19,21,9.125,315.0,-22.7,
19,22,8.175,315.0,-22.7,
19,23,5.2,315.0,-22.7,
19,24,5.25,315.0,-22.7,
20,1,3.0,315.0,-22.7,
20,2,2.6,315.0,-22.7,
20,3,2.4,315.0,-22.7,
20,4,2.1,315.0,-22.7,
20,5,2.35,315.0,-22.7,
20,6,3.8,315.0,-22.7,
20,7,2.6,315.0,-22.7,
20,8,2.5,315.0,-22.7,
20,9,2.25,315.0,-22.7,
20,10,3.75,315.0,-22.7,
20,11,4.15,315.0,-22.7,
20,12,4.4,315.0,-22.7,
20,13,4.825,315.0,-22.7,
20,14,4.775,315.0,-22.7,
20,15,5.7,315.0,-22.7,
20,16,6.275,315.0,-22.7,
20,17,8.2,315.0,-22.7,
20,18,8.75,315.0,-22.7,
20,19,7.725,315.0,-22.7,
20,20,6.9,315.0,-22.7,
20,21,6.675,315.0,-22.7,
20,22,6.75,315.0,-22.7,
20,23,6.65,315.0,-22.7,
20,24,6.25,315.0,-22.7,
21,1,5.15,315.0,-22.7,
21,2,5.35,315.0,-22.7,
21,3,3.95,315.0,-22.7,
21,4,3.45,315.0,-22.7,
21,5,2.95,315.0,-22.7,
21,6,2.9,315.0,-22.7,
21,7,2.65,315.0,-22.7,
21,8,2.7,315.0,-22.7,
21,9,2.2,315.0,-22.7,
21,10,3.6,315.0,-22.7,
21,11,4.15,315.0,-22.7,
21,12,4.275,315.0,-22.7,
21,13,4.85,315.0,-22.7,
21,14,5.675,315.0,-22.7,
21,15,6.775,315.0,-22.7,
21,16,7.675,315.0,-22.7,
21,17,8.425,315.0,-22.7,
21,18,8.9,315.0,-22.7,
25,21,7.025,315.0,-22.7,
25,22,7.125,315.0,-22.7,
25,23,5.35,315.0,-22.7,
25,24,3.8,315.0,-22.7,
26,1,2.95,315.0,-22.7,
26,2,2.85,315.0,-22.7,
26,3,2.75,315.0,-22.7,
26,4,2.65,315.0,-22.7,
26,5,2.75,315.0,-22.7,
26,6,2.8,315.0,-22.7,
26,7,2.6,315.0,-22.7,
26,8,2.6,315.0,-22.7,
26,9,2.85,315.0,-22.7,
26,10,3.65,315.0,-22.7,
26,11,4.375,315.0,-22.7,
26,12,4.3,315.0,-22.7,
26,13,4.575,315.0,-22.7,
26,14,4.7,315.0,-22.7,
26,15,5.65,315.0,-22.7,
26,16,6.65,315.0,-22.7,
26,17,7.5,315.0,-22.7,
26,18,8.525,315.0,-22.7,
26,19,8.85,315.0,-22.7,
26,20,9.375,315.0,-22.7,
26,21,9.375,315.0,-22.7,
26,22,8.775,315.0,-22.7,
26,23,6.45,315.0,-22.7,
26,24,5.7,315.0,-22.7,
27,1,5.65,315.0,-22.7,
27,2,5.6,315.0,-22.7,
27,3,5.6,315.0,-22.7,
27,4,5.3,315.0,-22.7,
27,5,4.6,315.0,-22.7,
27,6,4.45,315.0,-22.7,
27,7,4.3,315.0,-22.7,
27,8,3.95,315.0,-22.7,
27,9,2.65,315.0,-22.7,
27,10,3.75,315.0,-22.7,
27,11,4.725,315.0,-22.7,
27,12,4.113,315.0,-22.7,
27,13,4.15,315.0,-22.7,
27,14,5.1,315.0,-22.7,
27,15,5.15,315.0,-22.7,
27,16,6.275,315.0,-22.7,
27,17,7.35,315.0,-22.7,
27,18,8.875,315.0,-22.7,
27,19,8.625,315.0,-22.7,
27,20,8.563,315.0,-22.7,
27,21,7.725,315.0,-22.7,
27,22,6.925,315.0,-22.7,
27,23,5.7,315.0,-22.7,
27,24,5.05,315.0,-22.7,
28,1,4.1,315.0,-22.7,
28,2,3.25,315.0,-22.7,
28,3,3.1,315.0,-22.7,
28,4,3.15,315.0,-22.7,
28,5,3.5,315.0,-22.7,
28,6,3.2,315.0,-22.7,
28,7,3.0,315.0,-22.7,
28,8,2.5,315.0,-22.7,
28,9,2.35,315.0,-22.7,
28,10,3.725,315.0,-22.7,
28,11,4.65,315.0,-22.7,
28,12,4.55,315.0,-22.7,
28,13,4.6,315.0,-22.7,
28,14,5.0,315.0,-22.7,
28,15,5.85,315.0,-22.7,
28,16,7.15,315.0,-22.7,
28,17,7.975,315.0,-22.7,
28,18,8.475,315.0,-22.7,
28,19,7.55,315.0,-22.7,
28,20,7.363,315.0,-22.7,
28,21,7.625,315.0,-22.7,
28,22,8.2,315.0,-22.7,
28,23,6.55,315.0,-22.7,
28,24,6.3,315.0,-22.7,
29,1,6.75,315.0,-22.7,
29,2,6.95,315.0,-22.7,
29,3,6.75,315.0,-22.7,
29,4,6.15,315.0,-22.7,
29,5,6.05,315.0,-22.7,
29,6,4.95,315.0,-22.7,
29,7,5.0,315.0,-22.7,
29,8,3.65,315.0,-22.7,
29,9,2.8,315.0,-22.7,
29,10,3.813,315.0,-22.7,
29,11,4.262,315.0,-22.7,
29,12,4.6,315.0,-22.7,
29,13,4.125,315.0,-22.7,
29,14,5.525,315.0,-22.7,
29,15,6.2,315.0,-22.7,
29,16,7.5,315.0,-22.7,
29,17,8.7,315.0,-22.7,
29,18,9.725,315.0,-22.7,
29,19,9.4,315.0,-22.7,
29,20,9.0,315.0,-22.7,
29,21,9.4,315.0,-22.7,
29,22,8.775,315.0,-22.7,
29,23,6.75,315.0,-22.7,
29,24,4.7,315.0,-22.7,
30,1,4.5,315.0,-22.7,
30,2,3.9,315.0,-22.7,
30,3,3.45,315.0,-22.7,
30,4,3.25,315.0,-22.7,
30,5,3.0,315.0,-22.7,
30,6,3.05,315.0,-22.7,
30,7,2.85,315.0,-22.7,
30,8,2.7,315.0,-22.7,
30,9,2.65,315.0,-22.7,
30,10,3.65,315.0,-22.7,
30,11,4.463,315.0,-22.7,
30,12,4.613,315.0,-22.7,
30,13,4.2,315.0,-22.7,
30,14,4.325,315.0,-22.7,
30,15,4.8,315.0,-22.7,
30,16,5.4,315.0,-22.7,
30,17,6.4,315.0,-22.7,
30,18,7.35,315.0,-22.7,
30,19,7.725,315.0,-22.7,
30,20,8.025,315.0,-22.7,
30,21,7.625,315.0,-22.7,
30,22,7.5,315.0,-22.7,
30,23,7.75,315.0,-22.7,
30,24,6.45,315.0,-22.7,
31,1,6.5,315.0,-22.7,
31,2,7.2,315.0,-22.7,
31,3,6.95,315.0,-22.7,
31,4,5.3,315.0,-22.7,
31,5,5.7,315.0,-22.7,
31,6,4.35,315.0,-22.7,
31,7,2.5,315.0,-22.7,
31,8,2.4,315.0,-22.7,
31,9,2.45,315.0,-22.7,
31,10,3.75,315.0,-22.7,
31,11,4.25,315.0,-22.7,
31,12,4.5,315.0,-22.7,
31,13,4.8,315.0,-22.7,
31,14,4.925,315.0,-22.7,
31,15,5.9,315.0,-22.7,
31,16,6.3,315.0,-22.7,
31,17,7.6,315.0,-22.7,
31,18,8.5,315.0,-22.7,
31,19,9.125,315.0,-22.7,
31,20,10.0,315.0,-22.7,
31,21,9.6,315.0,-22.7,
31,22,9.25,315.0,-22.7,
31,23,6.15,315.0,-22.7,
31,24,5.65,315.0,-22.7,
32,1,4.9,315.0,-22.7,
32,2,4.4,315.0,-22.7,
32,3,4.0,315.0,-22.7,
32,4,4.45,315.0,-22.7,
32,5,4.25,315.0,-22.7,
32,6,2.85,315.0,-22.7,
32,7,2.6,315.0,-22.7,
32,8,2.75,315.0,-22.7,
32,9,2.6,315.0,-22.7,
32,10,4.275,315.0,-22.7,
32,11,4.825,315.0,-22.7,
32,12,5.2,315.0,-22.7,
32,13,4.925,315.0,-22.7,
32,14,4.875,315.0,-22.7,
32,15,5.725,315.0,-22.7,
32,16,7.95,315.0,-22.7,
32,17,8.05,315.0,-22.7,
32,18,6.957,315.0,-22.7,
32,19,7.3,315.0,-22.7,
32,20,7.575,315.0,-22.7,
32,21,8.4,315.0,-22.7,
32,22,7.625,315.0,-22.7,
32,23,6.8,315.0,-22.7,
32,24,6.05,315.0,-22.7,
33,1,5.75,315.0,-22.7,
33,2,5.45,315.0,-22.7,
33,3,5.15,315.0,-22.7,
33,4,5.3,315.0,-22.7,
33,5,4.75,315.0,-22.7,
33,6,3.85,315.0,-22.7,
33,7,3.55,315.0,-22.7,
33,8,3.45,315.0,-22.7,
33,9,3.05,315.0,-22.7,
33,10,5.05,315.0,-22.7,
33,11,4.475,315.0,-22.7,
33,12,4.25,315.0,-22.7,
33,13,4.125,315.0,-22.7,
33,14,5.6,315.0,-22.7,
33,15,6.45,315.0,-22.7,
33,16,6.725,315.0,-22.7,
33,17,7.325,315.0,-22.7,
33,18,8.35,315.0,-22.7,
33,19,9.025,315.0,-22.7,
33,20,9.7,315.0,-22.7,
33,21,9.625,315.0,-22.7,
33,22,8.05,315.0,-22.7,
33,23,6.7,315.0,-22.7,
33,24,5.3,315.0,-22.7,
34,1,3.75,315.0,-22.7,
34,2,3.3,315.0,-22.7,
34,3,2.9,315.0,-22.7,
34,4,2.95,315.0,-22.7,
34,5,2.5,315.0,-22.7,
34,6,2.55,315.0,-22.7,
34,7,2.45,315.0,-22.7,
34,8,2.65,315.0,-22.7,
34,9,2.55,315.0,-22.7,
34,10,3.875,315.0,-22.7,
34,11,4.275,315.0,-22.7,
34,12,4.775,315.0,-22.7,
34,13,4.975,315.0,-22.7,
34,14,5.05,315.0,-22.7,
34,15,6.325,315.0,-22.7,
34,16,7.85,315.0,-22.7,
34,17,6.825,315.0,-22.7,
34,18,7.525,315.0,-22.7,
34,19,7.875,315.0,-22.7,
34,20,8.3,315.0,-22.7,
34,21,9.0,315.0,-22.7,
34,22,9.2,315.0,-22.7,
34,23,9.25,315.0,-22.7,
34,24,9.5,315.0,-22.7,
35,1,6.8,315.0,-22.7,
35,2,4.45,315.0,-22.7,
35,3,4.25,315.0,-22.7,
35,4,4.15,315.0,-22.7,
35,5,3.4,315.0,-22.7,
35,6,3.35,315.0,-22.7,
35,7,3.2,315.0,-22.7,
35,8,3.0,315.0,-22.7,
35,9,2.9,315.0,-22.7,
35,10,4.2,315.0,-22.7,
35,11,4.5,315.0,-22.7,
35,12,4.825,315.0,-22.7,
35,13,4.75,315.0,-22.7,
35,14,4.225,315.0,-22.7,
35,15,5.525,315.0,-22.7,
35,16,7.05,315.0,-22.7,
35,17,8.45,315.0,-22.7,
35,18,9.7,315.0,-22.7,
35,19,9.4,315.0,-22.7,
35,20,9.975,315.0,-22.7,
35,21,9.0,315.0,-22.7,
35,22,7.05,315.0,-22.7,
35,23,5.05,315.0,-22.7,
35,24,4.7,315.0,-22.7,
36,1,4.5,315.0,-22.7,
36,2,4.15,315.0,-22.7,
36,3,3.75,315.0,-22.7,
36,4,3.8,315.0,-22.7,
36,5,3.85,315.0,-22.7,
36,6,3.6,315.0,-22.7,
36,7,3.2,315.0,-22.7,
36,8,3.1,315.0,-22.7,
36,9,3.15,315.0,-22.7,
36,10,3.85,315.0,-22.7,
36,11,4.55,315.0,-22.7,
36,12,4.75,315.0,-22.7,
36,13,5.175,315.0,-22.7,
36,14,5.325,315.0,-22.7,
36,15,4.325,315.0,-22.7,
36,16,5.875,315.0,-22.7,
36,17,7.45,315.0,-22.7,
36,18,8.7,315.0,-22.7,
36,19,8.925,315.0,-22.7,
36,20,8.875,315.0,-22.7,
36,21,8.175,315.0,-22.7,
36,22,8.0,315.0,-22.7,
36,23,7.75,315.0,-22.7,
36,24,6.95,315.0,-22.7,
37,1,5.15,315.0,-22.7,
37,2,3.45,315.0,-22.7,
37,3,2.8,315.0,-22.7,
37,4,2.55,315.0,-22.7,
37,5,2.4,315.0,-22.7,
37,6,2.25,315.0,-22.7,
37,8,2.7,315.0,-22.7,
37,9,2.4,315.0,-22.7,
37,10,3.425,315.0,-22.7,
37,11,4.075,315.0,-22.7,
37,12,4.025,315.0,-22.7,
37,13,4.751,315.0,-22.7,
37,14,7.1,315.0,-22.7,
37,15,6.725,315.0,-22.7,
37,16,6.075,315.0,-22.7,
