DayOfYear,Hour,foF2,Longitude,Latitude,F10.7,Station,foF2_C,foF2_U
356,18,7.400,283.200,-12.000,68.700,Jicamarca,7.301,7.746
356,19,7.800,283.200,-12.000,68.700,Jicamarca,7.683,8.122
356,20,8.250,283.200,-12.000,68.700,Jicamarca,8.109,8.539
356,21,8.175,283.200,-12.000,68.700,Jicamarca,8.326,8.822
356,22,5.800,283.200,-12.000,68.700,Jicamarca,8.373,8.893
79,0,4.100,288.500,42.600,76.200,MilstonHill,3.880,3.808
79,1,3.700,288.500,42.600,76.200,MilstonHill,3.263,3.272
79,2,3.400,288.500,42.600,76.200,MilstonHill,2.696,2.828
79,3,3.000,288.500,42.600,76.200,MilstonHill,2.387,2.548
79,4,2.650,288.500,42.600,76.200,MilstonHill,2.247,2.395
79,5,2.500,288.500,42.600,76.200,MilstonHill,2.128,2.306
79,6,2.250,288.500,42.600,76.200,MilstonHill,2.044,2.209
79,7,2.200,288.500,42.600,76.200,MilstonHill,2.007,2.050
79,8,2.250,288.500,42.600,76.200,MilstonHill,1.932,1.887
79,9,2.150,288.500,42.600,76.200,MilstonHill,1.885,1.915
79,10,2.150,288.500,42.600,76.200,MilstonHill,2.154,2.275
79,11,3.050,288.500,42.600,76.200,MilstonHill,2.824,2.861
79,12,4.150,288.500,42.600,76.200,MilstonHill,3.552,3.409
79,13,4.475,288.500,42.600,76.200,MilstonHill,3.977,3.770
79,14,4.925,288.500,42.600,76.200,MilstonHill,4.145,3.993
79,15,5.250,288.500,42.600,76.200,MilstonHill,4.302,4.175
79,16,5.025,288.500,42.600,76.200,MilstonHill,4.495,4.336
79,17,5.775,288.500,42.600,76.200,MilstonHill,4.629,4.447
79,18,5.225,288.500,42.600,76.200,MilstonHill,4.695,4.502
79,19,5.200,288.500,42.600,76.200,MilstonHill,4.732,4.522
79,20,4.850,288.500,42.600,76.200,MilstonHill,4.699,4.538
79,21,4.675,288.500,42.600,76.200,MilstonHill,4.583,4.553
79,22,4.375,288.500,42.600,76.200,MilstonHill,4.452,4.498
79,23,3.950,288.500,42.600,76.200,MilstonHill,4.275,4.259
172,0,4.350,288.500,42.600,68.600,MilstonHill,5.111,5.133
172,1,4.800,288.500,42.600,68.600,MilstonHill,4.780,4.863
172,2,4.400,288.500,42.600,68.600,MilstonHill,4.188,4.439
172,3,4.150,288.500,42.600,68.600,MilstonHill,3.503,3.908
172,4,3.700,288.500,42.600,68.600,MilstonHill,2.938,3.373
172,5,3.500,288.500,42.600,68.600,MilstonHill,2.571,2.939
172,6,2.900,288.500,42.600,68.600,MilstonHill,2.303,2.617
172,7,2.600,288.500,42.600,68.600,MilstonHill,2.074,2.387
172,8,2.150,288.500,42.600,68.600,MilstonHill,2.025,2.325
172,9,2.000,288.500,42.600,68.600,MilstonHill,2.345,2.553
172,10,3.050,288.500,42.600,68.600,MilstonHill,2.985,3.060
172,11,3.600,288.500,42.600,68.600,MilstonHill,3.659,3.663
172,12,3.950,288.500,42.600,68.600,MilstonHill,4.116,4.155
172,13,4.025,288.500,42.600,68.600,MilstonHill,4.341,4.430
172,14,4.275,288.500,42.600,68.600,MilstonHill,4.460,4.498
172,15,4.150,288.500,42.600,68.600,MilstonHill,4.563,4.466
172,16,3.825,288.500,42.600,68.600,MilstonHill,4.641,4.461
172,17,3.575,288.500,42.600,68.600,MilstonHill,4.641,4.510
172,18,4.175,288.500,42.600,68.600,MilstonHill,4.560,4.524
266,0,3.775,288.500,42.600,66.600,MilstonHill,3.872,4.132
266,1,3.175,288.500,42.600,66.600,MilstonHill,3.219,3.526
266,2,2.575,288.500,42.600,66.600,MilstonHill,2.721,3.062
266,3,2.450,288.500,42.600,66.600,MilstonHill,2.425,2.775
266,4,2.350,288.500,42.600,66.600,MilstonHill,2.210,2.608
266,5,2.400,288.500,42.600,66.600,MilstonHill,2.044,2.507
266,6,2.400,288.500,42.600,66.600,MilstonHill,1.980,2.400
266,7,2.400,288.500,42.600,66.600,MilstonHill,1.939,2.209
266,8,2.400,288.500,42.600,66.600,MilstonHill,1.819,1.996
266,9,2.450,288.500,42.600,66.600,MilstonHill,1.812,2.004
266,10,2.325,288.500,42.600,66.600,MilstonHill,2.260,2.421
266,11,3.450,288.500,42.600,66.600,MilstonHill,3.122,3.126
266,12,3.800,288.500,42.600,66.600,MilstonHill,3.916,3.794
266,13,4.400,288.500,42.600,66.600,MilstonHill,4.308,4.227
266,14,4.725,288.500,42.600,66.600,MilstonHill,4.449,4.469
266,15,4.963,288.500,42.600,66.600,MilstonHill,4.597,4.644
266,16,5.363,288.500,42.600,66.600,MilstonHill,4.748,4.787
266,17,4.900,288.500,42.600,66.600,MilstonHill,4.799,4.877
266,18,5.363,288.500,42.600,66.600,MilstonHill,4.802,4.925
266,19,4.913,288.500,42.600,66.600,MilstonHill,4.857,4.974
266,20,5.329,288.500,42.600,66.600,MilstonHill,4.934,5.052
266,21,4.788,288.500,42.600,66.600,MilstonHill,4.934,5.115
266,22,4.713,288.500,42.600,66.600,MilstonHill,4.794,5.037
266,23,4.025,288.500,42.600,66.600,MilstonHill,4.448,4.699
356,0,3.125,288.500,42.600,68.700,MilstonHill,2.388,2.156
356,1,2.400,288.500,42.600,68.700,MilstonHill,2.096,1.848
356,2,5.575,288.500,42.600,68.700,MilstonHill,1.940,1.706
356,3,4.550,288.500,42.600,68.700,MilstonHill,1.862,1.674
356,4,1.825,288.500,42.600,68.700,MilstonHill,1.926,1.731
356,5,2.250,288.500,42.600,68.700,MilstonHill,2.123,1.864
356,6,2.850,288.500,42.600,68.700,MilstonHill,2.348,2.030
356,7,3.050,288.500,42.600,68.700,MilstonHill,2.537,2.143
356,8,2.450,288.500,42.600,68.700,MilstonHill,2.629,2.129
356,9,2.500,288.500,42.600,68.700,MilstonHill,2.550,2.045
356,10,2.375,288.500,42.600,68.700,MilstonHill,2.418,2.102
356,11,2.250,288.500,42.600,68.700,MilstonHill,2.589,2.485
356,12,2.875,288.500,42.600,68.700,MilstonHill,3.246,3.151
356,13,4.282,288.500,42.600,68.700,MilstonHill,4.086,3.865
356,14,4.807,288.500,42.600,68.700,MilstonHill,4.678,4.448
356,15,4.475,288.500,42.600,68.700,MilstonHill,4.979,4.890
356,16,6.300,288.500,42.600,68.700,MilstonHill,5.206,5.235
356,17,5.550,288.500,42.600,68.700,MilstonHill,5.393,5.450
356,18,4.625,288.500,42.600,68.700,MilstonHill,5.390,5.468
356,19,5.275,288.500,42.600,68.700,MilstonHill,5.183,5.256
356,20,5.725,288.500,42.600,68.700,MilstonHill,4.873,4.817
356,21,6.038,288.500,42.600,68.700,MilstonHill,4.420,4.170
356,22,3.700,288.500,42.600,68.700,MilstonHill,3.730,3.403
356,23,2.300,288.500,42.600,68.700,MilstonHill,2.957,2.683
79,0,6.400,292.900,18.500,76.200,Ramey,4.951,4.806
79,1,5.450,292.900,18.500,76.200,Ramey,3.708,3.726
79,2,4.550,292.900,18.500,76.200,Ramey,3.160,3.157
